id,Accept
82190df602f,0
095a194ace5,1
d57ebd30ea0,1
6c4a30200da,1
bb2719a426a,1
e89a5929963,1
69444d344f3,1
2ef84e479aa,1
c0c2d0a86b1,1
0944d3bf510,0
5fa72a8ab94,1
d83e5b31609,1
c055883c84c,1
1f3257959df,1
648dad6d2d8,1
d62accad66e,0
92c1a9b2c21,1
947eff211af,1
1cee2363f11,0
07d2b6e62e7,1
db40d0d94d7,0
65857e205d4,1
d093b673b72,-2147483648
3f918488635,1
bbca0170f50,0
9d0b21d5dd3,1
75510e03487,1
6f4cbc54fb1,0
80382968b82,1
4a9040c58ae,1
e1323d63028,1
0a434612d04,1
790f5d5f611,1
220d31d17e1,1
e67bc4d1369,1
c5f2c50bdf2,1
8b8d857e705,1
683e8541c9b,1
cb39a3af354,1
df2df3f0f4a,1
0f2d65b81c7,0
57b1565594d,0
fa201cf2ac8,1
191e7e6dbff,1
fd3e78d5019,0
e9887e29cd7,1
789694bf3f7,0
19c611327f3,0
3d567656fb2,1
c9a9e5763f8,1
aa123c23415,1
dcdb59e6c9b,1
2de73698270,1
98aa7f7b2b2,0
571753f2848,1
f8ebaa71d99,1
612928579a6,1
bf5c18feafc,0
4ae6ecc46d7,1
61fa75a92ab,1
d6d666b6d85,1
4bda72bc30e,1
f026ecadeb5,1
0d2b3529799,1
ba61befa561,1
373c6d59971,1
f8b6db88f68,1
b95bacb1650,0
b1e33c067bc,1
260b7f27cc2,0
c8803632e5e,1
aa788ec37d1,1
ce42a5665e9,1
2613fd16874,1
f39707d0411,1
e30af7a390a,0
f2ecc5bfbe3,1
18effa3c90a,1
dcec1b4d0f9,1
2bacf4432ee,0
256e91b54cc,0
8ed9e75fe31,1
49286d42604,-2147483648
f91bbd1f951,0
4a732bacd1e,1
048ca32aee5,1
63289ecd23b,1
0d526d31c2b,1
5fd3edb3962,1
bbd4b3a0de6,1
dba3c684957,1
4f0c4ff6f0c,1
3e259d1f34b,0
be05a5fff05,1
cb180342f4d,1
18eb514bd0d,0
f56facfb340,1
23c50ca412c,1
3093d090ac9,0
61a10402868,1
8700570178b,0
b77ec5e3128,1
e9096ad26dd,1
bbfb09a36ac,0
770dc00930f,0
d750eb512ac,1
227360a4414,1
479bc2dd433,1
088d0f3af65,0
5b06917d645,1
1d966f620b9,1
d240d1b26ce,1
b81a34240e7,1
bad5812856d,1
b697e22efcd,1
73b6267c30b,-2147483648
2aec33ea72d,1
3694b19482c,1
4bb40a2991a,1
e2d30b3fc13,1
44988f51ee4,1
cfda352a68a,1
ffacc808ed3,0
9a7e368505f,1
b0e84aa660a,-2147483648
074ff34deac,1
4500025060b,1
50e755b2760,1
f5587199527,1
ae1f2c17c5e,1
639b75fe88d,1
0d13d1ca2d4,1
5369dbadd9e,1
0d829fbc0e5,1
047b7ee4005,1
b9a321ce332,0
80e0bccf150,0
29fc90e2c05,1
ca19967b4ed,0
613d4294542,0
090ac0425b8,1
fd496209e6b,1
c1dd7f188e4,0
7cc07e3e5d5,1
8fe37a55432,1
4e711ef4ec9,1
0365310143e,1
d61b9159284,1
d8f9edad648,1
095ea79124c,1
359a9a87483,1
02ae5c38e88,1
867ed2cfe41,1
0ada883cb7a,1
1372335cd9f,1
f1e5eab8074,-2147483648
62c48172b10,1
01d33212bae,1
93c0a11aa25,1
8550567414e,1
ff9e00b03bb,1
de20af1e38e,1
9a3d69ff232,1
d576aee3393,1
3c48852b503,1
b14bec078df,0
2ca593225b3,1
0b02ebd831f,1
9e95c876463,1
34d15699102,1
f7028e2d681,1
50782bd07f3,1
d95026abdbf,0
90721fa3d9a,0
1a139651073,1
8d164fba9f7,1
03332a3aa1e,1
8b286179438,1
8dbc781e2bc,1
959d8c35a52,1
321b1e8ca90,1
1d76e067202,1
0b55eb5a9ec,1
4afd650544a,1
cf174283501,1
12c7e3ab9de,1
ddccab46218,0
9312ef6319c,0
a6f340ea7ee,1
280498bc88a,1
4cffe9e9e28,1
711ce054c97,1
1346ab2f831,1
48297781b42,1
ea109955aa3,1
dbb4f8a4c6a,1
bf8c78a3bb4,1
0abb3e83791,1
5744d38109f,0
0563aacb601,1
b98516da5a5,1
367f21c1b30,1
6038c0ce6f9,1
e3ab45423f0,1
bcee931910f,0
a93f613c79e,1
d7b21675343,1
95e8077c72d,1
ecf7bde25b1,1
2a44298b0f2,0
932d89225d3,1
9fac8e8cf92,1
5da859702cd,1
e297c3f6654,1
b73cc6deb5f,0
3249e886700,1
1a1a19fc98e,1
8d939576442,1
513336b2ca8,0
30af439ec5c,1
a5768244891,1
9ab44c80046,1
dcf2ef2dadc,1
d264fcec4f9,0
9606e6170ea,1
431c16b4e0e,1
5fb4c3f0bd0,0
3f3822877a4,1
d393cde30e7,1
b8d61aa2319,0
83799bf35d3,0
30d64ec8ef8,0
3b4304fd1fc,0
a4a69762934,1
48f3165669e,1
99baab04326,1
9053fef4f02,1
84f4914813f,1
bc8dd0e4fe5,1
037ee22fafa,1
31e50d94539,1
55c8d11cfee,1
746d1db7621,1
58234ac26b2,1
46eac3b4eb6,1
6b810fbd3d0,1
b0409a02d40,1
e05695acfc4,0
bd5a74f4357,1
ad68cf20a5c,1
b78cfa74a77,1
778b40e393e,1
07f38771ba2,1
8626e849d06,1
bef36aa5ec2,1
87505162e38,1
96be1ab6991,0
6e8db57c91b,1
c5c8e2cfe00,1
6c6aad1d964,1
2bc9dca4b73,0
cfc3f1fd42a,1
2a155e82c5d,1
ab9a043c4fe,0
3cfd8823358,1
0260443dacc,1
b02ee6d540e,0
a6c86af998b,0
abb839f5924,1
d4f4c8c6e0e,1
28c0627d04a,1
c85bf57179d,1
2b1bfde037a,1
1fae2b1c02b,1
f362959a3ab,1
23fd195b31e,1
bc52661f8ef,1
53ebcb441a5,1
e15319bb193,1
5970540005f,0
21f0f8d6a93,1
52f169dcf53,1
23cb442fc69,1
a2d19ec49cf,1
f5ee5ec798d,0
1f0ebcd4629,1
54c4d7eea44,0
a32af10200a,1
701f04ab7fa,1
4b6b9ee767d,1
081edb1ac08,1
e6c8c0318fb,1
0666625becd,1
f22350358e4,0
014cb2873f6,1
0a351bab4d6,1
7f904086542,1
11cd114c63c,1
67280cd5c54,1
407e48243b3,1
62c172d3491,0
50b05e85c86,1
ee3c809e602,1
21d3a848405,1
d8cdead60dc,1
b7d925c0701,1
aa4a73b87e1,1
829345aae33,1
e357a8af590,1
93586bf3482,1
656a1e51c20,1
31cfdf34073,1
efbeb0cd59d,0
97f0f9b835d,1
0e38240d8ab,0
fd95871bb3e,1
18a94ccbfd9,0
0c89464b520,1
2aadc00eed8,1
094668390ef,1
5c6e536ef3e,1
325255707a5,1
bfb98eca0b0,1
b6876af07ec,1
12b0fb3085d,0
fcdba7a3e2f,1
be19df817db,1
908a838575f,1
be54ea3ee53,0
c8c5d2c988e,0
fe99787c62b,1
2341d649c6c,0
4d08a631219,1
b843f588235,1
1ee151a8a6b,1
05c8115f7a6,1
f7caa22939d,1
582bfd337a5,1
3898fa92821,1
d1c7f85f3bf,1
30a1146c35f,1
744524b64e5,1
f1e9a028ec7,1
ebed5f428d2,1
6901c490032,-2147483648
a2227ce2344,1
bb9ac9e3d7c,1
3e340230d4c,1
42e4ccc3173,0
8fc2eaa4ec1,1
304bc94ff34,1
d848be7141f,1
d587a6d2203,1
95d0f229bc6,1
a8761b20c27,1
3449cbfaae7,-2147483648
1fa9165f9a6,1
aabd6d5a3e9,1
7d1abe97c5d,1
b3ee8075233,1
6a60cfc9be7,1
982ac73732a,1
31eeb6c9db6,1
624afebfda5,0
3a39e309d8e,0
492547bdd43,0
4e1e89013aa,0
c884b273c3b,1
fcf84fa008a,1
bd9e434aff7,1
069fc4a27ec,1
8879738086a,1
16eec51738d,1
b749eff25da,1
58ddd344dc4,1
e7c7a3c1eb3,1
c70ae68b684,1
4304e36faf3,0
6911890d07a,0
ed373c9caf7,1
138b9a75bcd,1
2da20396c54,1
6584786c5aa,0
0e1bc5d8031,0
df6981bcd59,1
c2302a48b8e,1
7af4fc3ceac,1
349f909a451,-2147483648
dd149c64176,1
5925f7da3eb,0
d1375936e15,0
00258a16f46,1
fac66081162,1
55c9aa40dd8,1
9884f5d47af,1
ebab0948bdc,0
3ab3a475bf2,1
867a5429af7,1
af186716b48,1
384647b03da,1
81d52c8589b,1
054b5b801c9,0
e349dce42bb,1
faa45272289,1
aa5a7f6f7d2,1
ed2d0f147a7,1
ae1d277cf8b,1
64ac3e2a8c3,0
b2c8ebcaf20,1
293e32046a3,1
bce63444c8e,0
a91d348d7c1,0
84ca85566b8,1
8a5df561b9a,1
a145f176546,1
732cb5b3cbe,1
405993d8322,1
aba14b382f7,1
c7495733c72,1
f5ec95b51d7,1
d095dfe1fd2,0
7985d227ef8,1
4a467536b4d,0
2c08bd2d8b4,1
a2ab01c1272,1
c1b2292bd91,1
663caaa0171,0
a53e2b979d5,-2147483648
b5ce62a54b0,1
15432cc2f3f,1
d934f7aab80,0
54dd16cb1ec,0
adda55882d3,1
fba2aaa86e6,1
2e4995749b6,0
7bbd679a2ac,0
de973277e48,1
702e9e7c1ca,0
ab44bee9f1f,0
e548beac88f,1
51d512c4b44,1
3b9ff1284c3,1
3361f1fb912,1
e926cc2a3e9,1
37db1a17120,1
0f9a6e7d338,1
1144583906d,0
e3115e023df,1
73d5e201f68,1
8d0d43e2ead,1
7039592ac8d,1
f967146f053,1
eb501f91af6,1
fb2103419d9,0
a5493f240d7,0
ce75dece10d,0
5e42bda2371,0
4b64653345f,0
f77d7cddd21,1
dab4000b770,1
82ab08fe99a,1
128f0445f8c,1
c93fcf09434,1
3acba2fa4b3,1
4c706df6b2c,1
22d1b7aa9a3,0
1d680128ea9,0
6b184b6085c,1
eef07f4847f,1
301957e8771,0
9701fa9f0cf,1
c3d3485fb4e,0
6ff8aa579b1,1
a65015c0ffc,0
fa3c90e0dbf,1
f3449275a38,0
090b2fcdd3b,0
6d0bfd9ec7a,1
efd300c2a6d,1
ccde3b0b661,1
5783b539bf6,1
aa3755a7497,1
ed2b8f40508,0
21987f3318d,1
4834f0c068a,0
9862c644c4c,1
ffdfbdd8233,0
3ab5e5fca6b,0
ae53c86b6e5,1
bc22e1c61de,1
e1e469594fc,0
5a1a974464e,1
ffc3e784a77,1
6ef848607b0,1
11b8bed93f6,1
add71996cf5,1
c51986c3f68,1
4a9fc415ce0,0
993198f26d3,1
2d64f3e69f4,1
375f13dccaf,1
086c83eeeb5,1
355a33efca2,1
e4033dd0f6c,1
73e02606fd2,1
cddd78ce255,1
8b6956e80b3,1
d57c6cfda9b,1
6d518da9614,0
b0eaf843f1c,1
58e0252d403,0
ff5f46b2c67,1
74efadd06db,1
db2c7968164,1
8e46675e844,1
53ea7331fd0,1
f6596d6df85,1
57b7b913338,-2147483648
c55b5880e4c,1
df21faecb8f,1
5662652e370,1
82d984c74c3,1
a5e50beb93a,1
28b07eada9a,1
7d0d6c6a1f5,1
72ac8798258,1
114cd39311e,1
55200b4def3,0
07495bc0588,1
7c79ef116ab,1
83db743905d,0
88bf33febf7,1
9a0e1c2b988,1
e2bc1af3a15,1
116ad7fa488,1
3ed64da455d,1
9461069c143,1
3c97a5d6b74,0
a539333794b,1
39c6d01d982,1
08a557b2b6c,0
52e926598aa,1
1372800bf7f,1
57af6b5ccd9,1
6ce84b6b12f,1
15b05563545,1
eaedb8cf6e2,1
d230742a99c,1
62207834fc7,1
e353daa3318,1
f8d7ac21ffb,1
9d3e83dc71d,1
60086e9da16,0
073c13506e3,1
532c05c06b1,1
0479fa6a58d,1
3680fcc5d3d,0
e356c38c7e0,1
a2ab69ecef7,1
1c26dad885e,1
259a28a957e,1
3c948e43b53,1
f25f68e5130,1
d8a40ae086c,1
8cefc0adaf1,1
4dd6694bcab,1
b046b3db062,1
f9f1ae1523c,1
ba368dac2a1,1
7414149493f,1
81435a01a05,0
19a8d6234f2,1
d941414be53,1
d410f2f264c,1
3013de2132b,1
f6ae1f5ce59,1
3c52acd9e2b,1
8f413cd06a5,1
38b81c4cd2c,1
0900a25382c,1
e9bc95e54d3,1
8fecfe07d4f,1
6f6cb293f0b,0
0c8a3e4e27d,1
91af97e9434,1
dfd3e8c5e3a,1
84fd04e057e,1
e2db0a48d18,0
a3ffb477118,1
ee5916dce25,1
694d019f9a1,1
197e55aa1cc,1
8784556621a,0
cbc326bf2bc,1
8e6b5f1e26f,1
bcc0d35305d,1
f249ff45b67,1
d8b8f49c72d,1
6ebc361a522,1
11a8f1552a3,1
a9f1e4ccaed,1
647765372e0,-2147483648
746d494cf8d,1
0382c183891,1
d75faf64e66,1
1be86c7cbdc,1
69622b73acb,0
c56e2eb6bea,1
c73099585f4,1
a9c03321515,1
8c16017d45f,1
bc70d99dc55,1
f268dbca46c,1
df392c626c3,1
ab288e3dcb2,1
70733fdee27,1
795c3e79141,1
70d75d76abf,1
b997d3e303f,1
4461f55d3ab,1
980499bc7be,0
33b853a5847,1
bf39c2a3d09,0
4fc948a8fcd,1
70e2ec53383,1
830a8613d25,1
078528d9eb4,1
4d38e52782d,0
e536824feaa,1
d61113c0d9d,1
709b0be2ea1,1
0679fab9226,1
2ca777015c4,1
8e07d8b5d2a,1
ed568a40f72,1
3fc16589869,1
9bc3223e663,1
7b7caef43ef,1
93dc1bb6ad1,0
184d11ca2fe,1
1c1123ad945,1
7828b54ab32,1
4021ea02b87,0
8bee5c85349,0
3150bcdde5c,1
de4bd30a3cd,1
7689a9e992c,1
e0a97e95e6d,1
7ca010d478c,1
b4a0cf118b3,1
6038b4394a4,0
631bd6eb3db,1
8fc142fd407,1
76de23e12a0,1
bbd8f5de680,1
41b1c9bea2f,0
72d781a4822,1
ad969813f5b,1
6b5e6b1a4dc,1
dab108551d5,1
eff537deef3,-2147483648
48188831a63,1
a748132ae68,0
13c0c52025d,1
f353c135b66,1
3d7b0ac9b56,1
c575795eadd,1
57a80d02624,1
0b05ba7dc9f,1
d4a782f19fe,1
09dedabc707,1
7a1fd274b56,1
f6798ded7a6,0
dd1612cd1a6,1
88c7bf42a7a,0
3e152d6faf5,1
eb7de394a30,1
e419f86d204,1
b73082f1e2d,1
902287560c3,1
8e93482efcc,0
68a852beb03,1
ea314914fb2,0
b9ba9842b65,1
f98005f0087,1
8931ed47284,1
e1801f3abed,1
be8a2889cd0,1
df56ebaf15c,1
430e3c49a50,0
83ea4a50b08,1
489915ec620,1
285b00a8aa1,1
99657d96f5b,1
73af70177eb,0
5de5aa8065d,1
3226466d08a,1
2f7bd494e55,1
d334ce31621,1
b3866f91dce,1
4ea5053f900,1
2417708b7c3,1
787f84d973a,1
0c19db7529f,1
0002b557382,0
24b0acb66c0,0
998bac0270e,0
8c1d58f28d2,1
f96d5ddb3c7,1
c2df801b709,1
8560ea39ac7,1
4c575f84975,1
8eeab16002b,1
0162f5f2c87,1
d9760621960,1
df593cdad6a,1
36e45dff2f2,1
dfcaa88c23f,1
c6ed3aa1349,1
4cc23177aac,1
c0b9621e6ce,1
ea9ffd05770,1
8c4be4bc2a7,1
9a7dafde00d,1
ee76f243598,1
3346d788778,1
b782d008575,1
d95cdc00d67,1
ed98f8f6409,1
1ecf8be1fe7,1
6e63d58d792,0
8f24f25e5cb,1
7726eaf5905,1
5b524945b0d,1
b8f2686e43a,0
b56dc0c7d60,1
cd226fc918d,1
c5dd6e81ea8,1
0ff1fe1230c,1
15f54c338f6,1
1fc2e04549f,1
da5e1e932c5,1
017ae718e09,1
bdf4962efbb,1
9eec8add696,0
27536b3ea53,0
b366f5fbea9,1
24516843cd4,1
5cfbb0a54c9,0
1b275e9bd58,1
d29ddaf264c,1
f1478f417de,1
93228ee8412,1
8e5d85d203f,1
68766ec828a,1
ef5cd54f15c,1
fd34a73b19e,0
3bd60dc8704,1
0938bf8ee57,1
029fe52a276,0
5aac4a08c1f,1
9fbc98e793a,1
c444920ae72,1
d4484ed55e4,1
64281c1bb31,1
c3ba823dc0c,0
96af143c76a,1
1001025df61,1
49d539d4436,0
dd4c4e47d99,0
aaf701e936b,1
7b257e8b089,0
5ca64c3d2d4,1
43c3555848a,1
7216544b60b,1
6f05406a0c9,1
167a4d6956e,0
e283f407758,1
6dfc7a43650,0
9494cc652f2,1
d636469761f,1
0d53cf42bb8,0
8726b5e82f0,1
04349244a43,1
54bc5200a24,1
0c70254ae3b,1
fd3abd792b8,0
22c9c9f9efe,-2147483648
5b145ebe5a4,1
7c42b4315db,1
01a9741fabb,1
fee5b2e7269,1
a9746c1f950,1
49177005b13,1
2d7a89094c5,1
7a4fb29f412,1
6ad3aa8ad19,1
bb663d16474,1
762b9d73604,1
d058c65af3f,1
4f674baf203,1
33be5adf831,1
a674cd8a3b6,0
58833daf0f3,1
c3bf4b55027,1
75d2a5a184f,1
d3a38d1b87a,1
30eed6c7db5,0
1225cf70d04,0
54e44a41ab1,1
ba521913329,1
168307b2347,1
2a272379ade,1
2879d56f2b5,1
c9c903dd314,1
7ef1838b912,1
8723b0ac6d3,-2147483648
2c4d4666421,1
9dae97153cd,1
c07c0747378,1
69afe6491c6,1
a16a977ed2c,1
7e076733567,0
50b5e5bc43d,1
d2035133e60,1
9e7eb3fbafa,1
779dd9c48aa,-2147483648
2343c9c96dd,0
f5b46bf6eed,1
d22e08a0c3a,1
ea38fba1329,1
e302ce724ae,0
ed8279b755a,1
f54173e0c54,1
446d86f0945,1
d3806563584,1
b819d365c60,1
ef2cf924f8b,1
dd38118be5d,1
7833d5c6722,1
38d079c57de,1
2c5da9f957b,1
a62d5ba2072,0
41d1c54d223,1
7d6d5a05a04,1
8fccb3186e2,1
77bff55f484,1
0f59e63a244,1
b9946d10c7f,1
8c4d429a41c,1
99b96531396,1
3b5a441d61d,1
8305eadf73f,1
953c3b3746b,1
94f7fb0d2e3,1
4f3536d81d0,1
8389874ea75,1
5d20e1949c5,1
4837d5f6437,1
9430ae9904c,1
12db02cbbbb,0
ba2ab0576b6,1
22613dbe605,1
ed4bdeb0a6d,1
5028a5ae44d,1
1e312cb3c8f,1
e2fb8430f2d,1
a7011e2fd0e,1
e8bcbccc07a,1
3a5d16fcc99,1
235c04238d7,1
9de5cfb05bd,0
987bbbad2cf,0
22fdee5f2f5,1
27efc716569,1
eb942a25b25,1
2b9bf8ec7f8,1
4a9479ed6e9,1
53ea50538f7,1
aee21f3f545,1
bebab3da20a,1
2ae27d21043,1
86325b2457c,1
6cedfc210de,1
893eb3e8935,1
6a199c15281,1
32eaadf83a8,1
37e2dcb86f5,0
1ae52f58c9b,1
53f5f95ef0f,1
c00aa394185,1
7dc797d620c,1
b9256b62249,1
fd21ab457bf,1
f88d4d37aed,1
7e3ed7cc0c7,0
21d19231c3d,1
85034d22715,1
cd7a66655ea,1
ff7d352fd7f,0
3f8b83c01d2,1
f33195e71d9,1
7efc3172f56,1
9785d933e60,1
e178103408c,0
aea1c22602e,1
5ac36d47407,1
1a4484dc0d7,1
4a3b291436b,1
a26a5f9e6dd,1
aed344b7edb,1
88ab4b04e86,1
eb4fd55cfeb,1
df6efdc0386,1
09e60c1ea8d,1
a323decec03,1
290b0f637de,1
5f79621cdb8,0
01873a39f02,1
82fd51762cf,1
29f5c413fb0,1
a64545856f1,1
90103820936,1
f581f77ad85,1
8e13327f778,1
857923f2e52,0
b9c9ff35036,0
8ad5bc5139b,1
f9ef8bd3614,1
ffab9198ee5,1
8d0acd36b7c,1
3e8d3dca3f7,1
eb6140b18b1,1
e3958116d86,1
0c730cba88e,1
472882c94fb,1
21c96c314bd,-2147483648
c06f873255c,1
8b17b3e9907,1
ec445907f9e,1
22659ed9fbe,1
c48fb17bece,1
a6f096975d4,1
62254c70c8b,1
b6fda35c68c,1
6642371c1ed,0
03b52c25750,0
018ffaf702a,1
34acad30874,1
e6e0ff4b99e,0
3afb0921f50,1
f226d5ec366,1
5252e68a4e4,1
e78d7bc0715,0
6e930d09d89,1
969a2bd3057,1
bcb2f5e8cde,1
48023ba419d,1
dad177b9978,1
0940d0b7494,0
060bd5e2b61,1
bebf11c908f,1
7bc7f180251,0
633f3c93b9d,1
a1336f753dc,1
3eb3d20ca4c,1
c46ab672ae0,1
5e21f2aff6e,1
e4092a50d7b,1
aff80e6b8ad,1
f8d45a76f37,1
af8970b3130,0
9ba09c73eeb,1
d82c2be0bfa,1
71844da2855,1
d210277aeb5,1
cb97ece61d8,1
30de660363f,0
2d370d31d9f,1
dfb7fcdfcf0,1
0825685e997,1
bc8c3bdea1d,1
048c60686ad,1
c9027f990e7,1
a0da5d66bca,1
76ae5479d1b,1
9bfe17e24b6,1
0b26b561637,1
37efeb70e4b,1
88e3e2b838e,1
ddf984e10d0,1
f2cf7587430,1
0e328e1da7f,1
4099797f30c,1
6a708558437,1
1dfab603486,0
d4c32aaeeaf,1
658c111c5ac,1
5d6f423d066,1
6386c5159ce,1
bacb7615b19,1
bb2d1b82c39,1
05e0cf7a019,0
0a0952c3bbb,0
60daa186ab2,1
2a5ce537dbc,1
f9d209f101c,1
a955ec83af1,1
2f4586461f2,1
f2a3ff63609,1
fb623689f44,1
8a4d6e3292d,1
88b7ceec155,0
cc1c0e62bad,1
91fb05e9c4a,1
23aa1ac9f3c,1
fca04e32d47,1
e52bcd77eff,1
b03b3e40703,1
15120c544d1,1
0e88185ba7f,0
8a6c251cd6d,1
8a9530db3a0,0
48288ebf865,1
efc505e4fd4,1
8d697c4febf,1
6629fa67d39,0
a3398c2d401,1
d413994cd30,1
a61641c3269,1
2d609d76455,1
b95bb6e2ea9,1
ffa57e0e078,1
31af0917d52,1
a6a0ede3aa7,1
5b354247084,1
430d9f60dd2,0
ae42e7ca03c,1
a6aa88bcfb5,1
2dd7ded32b2,1
311cfc8a313,1
16adcaf0558,1
e9334f3d8b1,1
b7816ed48f4,1
aea1f370d0c,1
8dd56ddfce5,1
3b0bf60f0c3,1
b431db442f5,1
6ffd1bfe0ac,0
6e6e47c3239,1
4804292679d,1
fa0e8126d5c,0
b473fec97b9,1
b45d30a2cde,1
158c9e71526,1
ccf78b192dd,1
8e45074c87e,0
bcd943ca10e,1
bbf679c5d91,1
202ff597479,0
71303594161,1
ce9e0fb8774,0
33c64487779,1
c3d715d20ad,1
45106a7ed45,0
073289d2b57,1
bb0701dccfc,0
9cb5261f87f,1
fbfe3aab523,0
56693236256,1
0b6daeede27,1
c528ee96635,1
d1d17172f55,1
be956a28bfa,1
a89cc169f6b,1
581fb903f12,1
00a93df29c1,1
0c3b333174c,1
153ec1ae754,1
975db00a6d9,0
0341eca8d01,1
eb36bcbda90,1
31e685c3124,1
82dcaf0177b,1
57e9c12bcd3,1
1c7ebbecb04,1
0ecb2776f81,1
f8da498cb15,1
a29dc104b52,1
662abb27dd4,1
2dd49735058,0
277ab494722,0
57d177dd2ee,1
83dafd0e10f,1
328fe705e1a,1
e295344a107,1
fa7007f3b81,1
7365184c5d7,0
dcd16e14eb4,1
6cc30fcd2c1,1
9b9378cbba0,1
75287be6388,1
444737c96e7,1
f48d5f0fcd4,1
7c242dcd17c,1
91c02a66f66,1
8a52ab2bf1c,1
2bade8d3a43,0
de68c56ed2f,1
9127375ee82,1
1eea33fd107,1
047fa912007,1
c0048e6a075,1
193c9b424c0,1
90ce10756a1,1
8894755e7ba,1
97cd6c6f7d1,1
e8ded1c32c7,0
8bc8cbe762c,1
bc0000b1f50,1
6f078bba874,1
dbcb7f47644,1
a4acaef25f0,0
df50028fdc7,1
8bb30af1a2b,1
a4a0d9dcdec,0
588d5977479,1
0a96fcc42b9,1
15e0b2b008b,1
941012cf411,1
76fbe50f7c6,0
fbf2ae8a198,1
b6dd98dca85,0
97102a97f29,1
44a07937ec8,1
2859fcc1cbc,1
a1e7953fb5b,1
e1236c43f45,1
092ef887484,1
043e4a677ed,1
453bb5dd44c,1
9f36261db70,1
96f3698b09a,1
0df6ea62b84,1
b1f92e78095,1
3d6874fd61c,1
ffa949505d5,1
8fbb5a4f850,1
527c040020e,0
aa06b4791f8,1
479770b0add,1
5f44d954c6b,0
564fc1b5f99,1
5ccc57709de,1
2f0f920b367,1
b851ad2ce73,1
2e0b4bd0e0b,1
d424fcdcdf5,1
d4c735cfcec,1
daaa352237b,1
61296a98646,1
288e40eeffd,0
e9d2c0ad153,1
144072c6e3c,1
51ed911bd5a,1
4119e9f12fd,1
f6f0051def6,1
2ad4421e547,1
7b22bf54682,1
691c32c3cee,1
6430e23f4bd,0
9f5c363d2c0,1
693c0d4b786,1
4d004329f5a,1
f48e55d3634,1
1cc77963c6f,1
718947914fb,1
50075bb07d0,1
c49ea6ecc6b,1
6734ef2c3bc,1
bfdf41f6f2b,0
85764baf6f6,1
17b26a6067a,1
eb146d60b45,1
569b913df06,1
db877ef9de7,1
aef43a9302b,1
02955089024,1
97d02d82db8,1
f26c24e42c3,1
1fc683cf633,1
3c7e6f40c40,1
44529a8e4f4,1
61c2fc6b092,1
19fe0724866,1
b087e026f72,1
76f0e68d284,1
e01f1fddea1,1
4f6726843c1,1
4121efac19e,1
56906cc3181,1
dc211aecddf,1
ca995062547,1
22e739fedf0,0
71cdebe941c,1
c64f624211a,1
576968d6b1b,1
5a0c2c46156,1
9d9db698c1a,0
cc90a10f7ad,1
6add1d059a9,0
44270a7cb66,1
f9005ba01d5,1
a92db76083d,1
580145a4c70,1
5a5f9534c6c,1
490bfbd4d67,1
5e49925af43,0
dc614ae1ad7,0
236ec504a60,0
cebd2ac3e4d,1
4e3ed180daf,1
586c5e43c1a,1
856c63eefd9,0
24d224fee00,1
6e44e9afa3d,1
b585381cc52,1
7fce7c3c9e8,0
a9257cb800c,1
19eb429a519,1
534017b2ce0,1
bfc29f96c58,0
f7c683d8ca5,1
b819f0e3378,1
2ee98a77266,1
02cfd9fc059,0
7a3e361af44,1
ee1e665fcc4,1
0070393e31e,1
189203f3cbb,1
ff66b61c88e,1
f40d4b4f4a7,1
cff5d49312a,0
9cba1ce8c28,0
6b1a7e2260d,0
5b63369d797,1
45d6a582ea0,1
a3a0e5cdaa2,1
7c03f3e37a5,0
addf7c56519,-2147483648
5832457c3c5,0
fce5a60b489,0
accd8517fc5,1
a1a56083388,0
0d45c5ea740,0
30d41828771,1
4aebc8fdb80,1
3652d85cd7c,1
0dad4e819ce,1
6fe5d902377,1
bf93b8b3602,0
41e0b192714,0
d2ea3906821,1
1ed1df79221,1
5b452627e26,1
81786494d4e,1
bce00d060d2,0
329fe92bd8f,1
6862d65ac0b,1
6f25ce695d7,0
13b4607c525,1
731c139e767,1
98748b331b7,1
e1627682b6d,1
3193294ab8b,1
a4d8f64c4f1,1
01d45787338,1
b2107843cb2,0
5bc76f02673,1
509655880f6,0
d0fc612ee09,0
a8996b37098,0
59e05dd0120,1
64f1043835a,1
0e0d8a06ba8,0
548980d93db,1
d24f258bd7f,1
6f9413478fa,1
f89e428493c,1
eb418bf1e4d,1
c4c7a93d1e9,1
9d4e1d6bb61,1
0dbba1be017,1
1f2fbd81467,1
a84fa5f5bc9,0
e3ea8dbd9b9,0
7e1420ff504,1
ff417024061,1
dbd6b68af08,1
d1497048ebb,1
af8b16d2097,1
abcc1e44cd4,1
c8f7c60dd7a,0
14f37de66df,1
e91ac50d90f,1
1a11dd9e613,1
373df52953b,1
6af8c528d37,1
1779babe379,0
2995814bb39,0
6d58f66671f,0
cdc3009cecd,1
db87810fbb2,1
aa342b7157f,1
7739c270806,1
5343eb0c7bf,1
f6fc348bd6d,1
c95edf69a0c,0
0c68896e5cb,0
54229154cdb,1
af3efd74d10,1
f9776e15ad6,1
2efc42ad126,0
3d82fdf9725,1
dac9e644521,1
66057c9ae55,1
e95cf9e35c1,-2147483648
fd5c4e1e87c,1
c885ab707c0,1
66d17bc9ad7,1
394c17f1a5d,1
95a2eb1091a,1
b6f966cfd6b,1
09b87f1eb40,1
ea1484ecdab,0
749d51da9ef,0
cce0059fd90,1
